,Unnamed: 0,osmid,name,area,distance,water,university,centroid_long,centroid_lat,pixel_size,pixel_count,total_pixel_area
174,174,115877871,Raiwada Reservoir,9204369.35192843,49601.44144530986,reservoir,Andhra University,82.97849347367412,18.022817435948348,5,369323,9233075
175,175,116300100,Bhavanasi,1857195.7991133244,90794.49107199236,pond,Acharya Nagarjuna University,79.96179921010477,15.862153459906295,5,74323,1858075
176,176,117554807,,998216.0577992405,66814.25646317312,lake,Anna University,79.7017825787197,13.311904478554894,5,40197,1004925
177,177,117580330,Hebbakka Kere,1332279.915786313,89106.79584292631,lake,Azim Premji University,77.07692950614727,13.413644985909466,5,53084,1327100
178,178,117698592,,1004023.4638474466,56132.86761988559,reservoir,Academy Of Maritime Education And Training,79.73606008568686,12.62374859557042,5,40374,1009350
179,179,117698597,,935713.1154781128,65053.0251432699,lake,Annamalai University,79.4243872765134,11.901635800827524,5,37356,933900
180,180,117698611,,1265931.6951570062,56744.97567209161,reservoir,Academy Of Maritime Education And Training,79.73769519022676,12.60013688231717,5,50878,1271950
181,181,117698614,,927400.800532707,62371.38738481895,reservoir,Annamalai University,79.33780401358877,11.798637093162304,5,37209,930225
182,182,117698660,,1275350.560288367,58856.253656293935,reservoir,Academy Of Maritime Education And Training,79.95565217662902,12.306952881398589,5,50847,1271175
183,183,117698716,Bahour Lake,3977257.657169956,45764.64948385809,lake,Annamalai University,79.73777540732438,11.82411751562604,5,159159,3978975
184,184,117699389,Perumal Tank,8622555.832336005,19872.58760524334,lake,Annamalai University,79.66827609662649,11.569767384634266,5,345641,8641025
185,185,117699391,Wellington Lake,15716289.74167697,73089.17940327429,reservoir,Annamalai University,79.08336298165034,11.431255443573605,5,625503,15637575
186,186,117765856,Tandava Reservoir,5796811.331327772,97635.72246741742,reservoir,Adikavi Nannaya University,82.45826372509237,17.634475176277498,5,230646,5766150
187,187,121060371,Kopili reservoir,18287137.978068363,77652.59501779033,reservoir,Assam University,92.69667670923673,25.50422341608028,5,732088,18302200
188,188,131550395,,924698.8549726544,66900.2007353062,pond,Azim Premji University,77.51655715493828,13.43718290900514,5,36584,914600
189,189,132558351,Ottu reservoir,2858436.28866025,77749.69815331999,reservoir,Adesh University,74.90568597836992,29.50019957019345,5,114378,2859450
190,190,132610001,Asan Sanctuary,1240371.8496415366,82670.04629227298,reservoir,APG (Alakh Prakash Goyal) University,77.67453327923872,30.434910787532303,5,49971,1249275
191,191,137356318,Malharsagar,2185987.480921686,34806.24337707508,lake,Ajeenkya D Y Patil University,74.18251995746127,18.3012108836628,5,87491,2187275
192,192,138337742,,1162603.9261009204,35256.1349199534,reservoir,Anna University,80.09346140859286,13.297397127121911,5,46501,1162525
193,193,138337743,,2214876.043697208,37729.89220110201,reservoir,Anna University,80.02596428889214,13.282819335486389,5,88506,2212650
194,194,138337748,,1066630.4004485072,26989.19516228304,reservoir,Anna University,80.0202520355825,13.132210321890277,5,42311,1057775
195,195,145541908,Mathura Bil,1824271.4602675925,22004.68978510659,reservoir,Adamas University,88.48187162131052,22.936802982572043,5,74418,1860450
196,196,148250780,Vaiyapuri Tank,951754.7822945318,77916.23607120181,reservoir,Amrita Vishwa Vidyapeetham,77.50972923680573,10.447057963465,5,37988,949700
197,197,156782315,Kazhuveli Eri,72960733.77909967,78079.85955824758,lake,Annamalai University,79.85176033434549,12.109803005336094,10,729241,72924100
198,198,156785634,Usteri Lake,6527583.996950274,60140.45194698777,lake,Annamalai University,79.74461918971572,11.954300528755065,5,261881,6547025
199,199,164799202,Sathyamoorty Sagar,29041804.540406648,45283.73155599731,reservoir,Anna University,79.85771130961378,13.18397329566332,5,1160149,29003725
200,200,171201578,madhira lake,934793.273351602,54825.181541146754,lake,Acharya Nagarjuna University,80.3761408260112,16.92459914290696,5,37404,935100
201,201,176519614,Lake Maduranthakam,6902889.194102948,46951.602283890265,lake,Academy Of Maritime Education And Training,79.87553430158489,12.52517056709614,5,276860,6921500
202,202,185081536,,1494776.9490368916,49577.21853536788,reservoir,Academy Of Maritime Education And Training,79.91194104401211,12.4453972233734,5,59568,1489200
203,203,186600550,,9124168.951661926,39376.95179772735,reservoir,Amity University,75.24664539853583,26.63017139862961,5,364989,9124725
204,204,192052619,,3141811.2735916874,64795.34325964364,reservoir,Amity University,76.21868733502166,26.98098450774371,5,126890,3172250
205,205,195347911,Walayar Lake,2513542.5809953194,6907.573035668862,reservoir,Amrita Vishwa Vidyapeetham,76.85334236954634,10.84504391757556,5,101407,2535175
206,206,196507985,Tansa Lake,13607441.450695671,69657.01179437565,reservoir,Amity University,73.2655608392224,19.56942866101972,5,541706,13542650
207,207,201264854,,800663.4229852483,40795.71130525687,reservoir,Academy Of Maritime Education And Training,79.93178453356037,12.543539367594947,5,31836,795900
208,208,201264855,,1734516.9987977804,42080.8831206188,reservoir,Academy Of Maritime Education And Training,79.92619970804509,12.531557996453854,5,69468,1736700
209,209,202529580,RS Mangalam Kanmaai,13246290.229905918,49319.2383105733,reservoir,Alagappa University,78.82500827690792,9.630716128087885,10,135589,13558900
210,210,202529581,,3988719.084998751,51622.06539180198,reservoir,Alagappa University,78.70586052309334,9.619233881469675,5,163374,4084350
211,211,207470488,Panshet,13537276.883412763,67600.63207208348,reservoir,Ajeenkya D Y Patil University,73.56167452288304,18.35217318032369,10,133550,13355000
212,212,207470490,Temghar,3471482.8416781886,67348.49149771208,reservoir,Ajeenkya D Y Patil University,73.52422336976353,18.45568928983842,5,137365,3434125
213,213,215353870,Chaskaman,13547319.674134262,58388.37536327678,reservoir,Ajeenkya D Y Patil University,73.74647635008121,18.984105304275047,10,133973,13397300
214,214,225875144,,1150054.6301402226,63539.71849593042,reservoir,Arunodaya University,93.33847057004604,26.67795717950144,5,46259,1156475
215,215,228263005,,1210490.584519658,71635.09643808281,reservoir,Assam Down Town University,92.48992677383968,26.344935960410684,5,47813,1195325
216,216,228539977,,2377595.8564157854,76313.47019878276,reservoir,Assam Down Town University,92.52925407189514,26.37258120095876,5,94626,2365650
217,217,243997054,Gunjavani Reservoir,2717487.684265153,65596.65570212316,reservoir,Ajeenkya D Y Patil University,73.61239353173104,18.301135683378583,5,108311,2707775
218,218,259095818,,1121640.936390188,38273.804754403776,reservoir,Alagappa University,78.66159215969955,9.75933107494221,5,45115,1127875
219,219,259095823,,1240487.8782022337,39098.904719834856,reservoir,Alagappa University,78.63031921409268,9.76634984561047,5,49617,1240425
220,220,259951908,pendravan jalashay,2995639.239669202,7545.227056704551,reservoir,Amity University,81.86886663789163,21.407695305669627,5,120419,3010475
221,221,260868551,Veedur dam reservoir,5121813.32466236,76864.32060375957,reservoir,Annamalai University,79.57976422371851,12.084302891193587,5,204377,5109425
222,222,261192161,,1680337.2323917823,74806.37713523195,lake,Annamalai University,79.6143245419985,12.073035131634176,5,67096,1677400
223,223,264880713,,933062.48505087,80158.61594092353,lake,Annamalai University,79.19638523549322,11.884226151016634,5,37287,932175
224,224,265035401,,802598.180693506,83101.26586983628,lake,Annamalai University,79.16109669993816,11.884106905451867,5,32192,804800
225,225,265359361,Periya Eri,1005599.7150260776,85650.90714191658,lake,Annamalai University,79.19756164014187,11.958415009754662,5,40463,1011575
226,226,265359641,Kattupaiyur lake,1047786.9021660464,80511.17178323797,lake,Annamalai University,79.22285902976449,11.91748810160852,5,42155,1053875
227,227,266288180,,1017255.7294563146,54107.6301686029,reservoir,Amity University,73.5520876662343,19.222637420324705,5,40691,1017275
228,228,272761821,,1152000.973801172,92967.03684692872,reservoir,AURO University of Hospitality and Management,71.94881307241701,21.68846558331304,5,45068,1126700
229,229,305258480,Bhongir Cheruvu,818537.1053036407,54552.50612207112,lake,Acharya Ng Ranga Agricultural University,78.87273932568701,17.511821874367353,5,32931,823275
230,230,325168268,Pedderu Reservoir,1367572.696899665,70350.89393808684,reservoir,Andhra University,82.68609726323663,17.89943349358811,5,55198,1379950
231,231,327025461,,912438.7332693698,39024.02888428554,reservoir,Arunodaya University,94.13347521224796,27.1127253596383,5,36682,917050
232,232,348028757,Katgora Baor,1267718.687037027,78897.1306285785,lake,Adamas University,88.93711994182534,23.28455040268353,5,51668,1291700
233,233,353780990,,1167715.9810881712,60413.58222694885,lake,Annamalai University,79.3587829227658,11.79455522343752,5,46771,1169275
234,234,367594186,Bellandur Lake,3191694.0773489536,9356.247262859844,lake,Azim Premji University,77.66377952597225,12.934819163403626,5,130056,3251400
235,235,376637622,,978715.497156527,68687.76417615566,reservoir,Azim Premji University,77.7477151794203,13.46528191823,5,39072,976800
236,236,376637623,,2102796.9462311915,64295.38273229505,pond,Azim Premji University,77.75114863601543,13.424735612986945,5,84623,2115575
237,237,379542880,,921767.7199888868,61103.11779787626,basin,Andhra University,82.7571467205785,17.612740038626402,5,36353,908825
238,238,384854734,,839695.1698303699,18513.50335498919,lake,Academy Of Maritime Education And Training,80.07760476153722,12.833654038384124,5,33624,840600
239,239,386121032,,806198.2274556166,49432.24220031014,lake,Annamalai University,79.31067692145419,11.508229632401736,5,32103,802575
240,240,390944974,Jadhavwadi Lake,1084630.7849804107,47828.70113739223,reservoir,Ajeenkya D Y Patil University,73.72221294096103,18.78027170913725,5,43447,1086175
241,241,397708446,,903831.2056939952,27541.59519294688,lake,Aliah University,88.69346913221088,22.587453429502325,5,35954,898850
242,242,397708452,,893126.9427479323,28668.572640339684,lake,Aliah University,88.70450180975922,22.58192160228899,5,36024,900600
243,243,397713338,,833143.2332661883,23278.63178786496,reservoir,Aliah University,88.64800030017302,22.541786368676025,5,33405,835125
244,244,397713339,,1010184.470068026,24765.261359604563,reservoir,Aliah University,88.66408638085389,22.549705587710296,5,41019,1025475
245,245,425084398,Borchola Beel,1201332.7212138225,18363.73237123918,lake,Assam WomenÃ¯Â¿Â½S University,94.21883599493638,26.844801775073297,5,48202,1205050
246,246,426589314,,859639.8210008948,52248.96888891512,lake,Alagappa University,78.77280162179774,10.547219251806222,5,34412,860300
247,247,426590705,,893190.0504974877,52031.96241640145,reservoir,Alagappa University,78.81304566271801,10.546039760535072,5,35853,896325
248,248,427303023,,907926.7218407224,54635.92542369521,reservoir,Alagappa University,78.82144843117524,10.569329933035275,5,36370,909250
249,249,429189628,,1705109.420255957,60171.38307956875,reservoir,Alagappa University,78.72070695732255,10.61368869929954,5,67988,1699700
250,250,429383308,,980620.4262026309,55489.485003195,reservoir,Alagappa University,78.47372782445694,10.45750527820512,5,39446,986150
251,251,431342422,Ransai Reservoir,1333391.5216820696,8205.402249524246,reservoir,Amity University,73.07297274207723,18.89737474833931,5,53533,1338325
252,252,441131128,,1291684.6689608686,71283.56623977989,reservoir,Alagappa University,79.02827354010212,10.68007168053396,5,51543,1288575
253,253,444416893,Kavinadu Kanmaai,4175267.0835989146,32795.46409301664,reservoir,Alagappa University,78.77633085096396,10.37119205600011,5,167621,4190525
254,254,458685317,,1596510.3942481177,6370.650028022738,reservoir,Amity University,81.99514413180071,21.36648950481955,5,64004,1600100
255,255,465577318,,2154299.0104555646,64954.08319427777,lake,Anna University,79.64750646512749,12.904205451679717,5,86044,2151100
256,256,481368169,Chandlai Lake,1221426.6513654962,26639.526639207343,reservoir,Amity University,75.87863157482795,26.69530800444877,5,48844,1221100
257,257,486943399,Maidala Lake,1863447.1456698333,72206.05524868946,reservoir,Azim Premji University,77.19497455092562,13.313310850174762,5,74988,1874700
258,258,497729127,Kanva Reservoir,3517644.440479276,44868.55528404394,reservoir,Alliance University,77.2044770661294,12.735677477703248,5,139553,3488825
259,259,497854750,,1027603.2592612436,66552.00858863084,reservoir,Alliance University,77.00519836090727,12.824708395617208,5,41210,1030250
260,260,497854751,,1553956.3698134911,59399.12084997075,reservoir,Alliance University,77.07548485590398,12.857023119110025,5,62075,1551875
261,261,502007343,,1752185.8914631184,78004.3274841028,lake,AKS University,80.58438994369807,25.11224793264993,5,70208,1755200
262,262,504666760,Balancing Reservoir,1264961.5609025375,76456.04736468877,reservoir,Amity University,78.47001974906995,25.589811781003373,5,50638,1265950
263,263,508130596,,1671102.8068893,67391.87793326081,reservoir,Awadesh Pratap Singh University,81.56579280185318,25.140491315260203,5,67061,1676525
264,264,538380755,,899885.6313706858,40048.61611769691,lake,Alagappa University,79.16699332532134,10.057305260664528,5,36076,901900
265,265,542065368,,1458307.579985345,45327.69855472278,lake,Acharya Nagarjuna University,80.13091913169568,16.540162352817454,5,58546,1463650
266,266,547301355,,1865534.0369184087,28247.12548192264,lake,Alagappa University,78.8593164096838,10.324852915528847,5,73173,1829325
267,267,550688221,Victoria Lake Warwand,1667658.6276311895,34984.99228352012,lake,Ajeenkya D Y Patil University,74.41096455474008,18.43044643595896,5,66532,1663300
268,268,551010509,Gagillapur,991435.62001239,95747.49081850702,lake,Acharya Ng Ranga Agricultural University,79.04110034677025,17.937367394221607,5,39569,989225
269,269,552187756,,1075175.8063563833,71398.46309955552,reservoir,Acharya Ng Ranga Agricultural University,77.74971134288197,17.154203376378387,5,43191,1079775
270,270,559181927,,2339765.0765572595,91930.82971330931,lake,Adamas University,88.97245340140975,23.40900947405783,5,93140,2328500
271,271,559850601,Gaurishankar Talav,1873109.567465407,84026.2503043335,lake,AURO University of Hospitality and Management,72.11726527835114,21.74380274982335,5,77696,1942400
272,272,563802369,,1596748.538980137,61098.99933565042,reservoir,Awadesh Pratap Singh University,80.97215351114001,25.0059662491044,5,63849,1596225
273,273,568408655,à¦¬à§à¦à¦­à¦°à¦¾ à¦¬à¦¾à¦à§,1078561.603485857,84578.26431420424,lake,Adamas University,89.1176788181851,23.17472467688832,5,42392,1059800
274,274,586029356,,1397085.0447958575,25120.94877907526,lake,Alagappa University,78.85001477694422,10.297950130517398,5,56254,1406350
275,275,596831199,mahboob sagar,989563.3928653746,44810.57418217152,lake,Acharya Ng Ranga Agricultural University,78.09647381790684,17.622565727103623,5,39083,977075
276,276,613998437,,1053571.1490561045,46419.30075616772,reservoir,Amrita Vishwa Vidyapeetham,77.02573138145118,10.429879017774988,5,42344,1058600
277,277,625348583,Maramsilli Reservoir,19357057.10302295,69719.28991827839,reservoir,Ayush And Health Science University,81.6841028225656,20.519718007194875,5,776800,19420000
278,278,629166419,,15046316.478504464,71512.41094965213,reservoir,Ayush And Health Science University,81.10962132579003,20.731646472031745,5,601868,15046700
279,279,629799672,Musurumilli Reservoir,2345274.761942606,44769.910806371314,reservoir,Adikavi Nannaya University,81.77180435847625,17.388699988334952,5,94534,2363350
280,280,629799674,,1301939.452213072,32272.464254827733,reservoir,Adikavi Nannaya University,81.68822960219944,17.244796838187742,5,52100,1302500
281,281,631796072,,1025755.619170864,27260.13860460104,reservoir,Anand Agricultural University,73.24242330371845,22.555587934182693,5,41570,1039250
282,282,640614126,,1220383.0759356904,44130.15322661895,reservoir,Arni University,75.89678603240972,31.74171951957326,5,49021,1225525
283,283,641992869,,989503.3897819592,12978.178369708166,reservoir,Academy Of Maritime Education And Training,80.14666451294367,12.682832996766937,5,39542,988550
284,284,642008292,,1058837.9382911853,15099.780553325523,reservoir,Academy Of Maritime Education And Training,80.1603581454955,12.647653391164848,5,42338,1058450
285,285,653705468,,946978.2354343972,40646.24686647544,lake,Alagappa University,78.83286068960217,9.709790307536773,5,37942,948550
286,286,663450139,,1566731.3176329387,26794.06508367496,pond,Ahmedabad University,72.60892148492299,22.800510160603885,5,61878,1546950
287,287,676643852,,2679175.2633947968,26264.568856797123,reservoir,Assam University,92.44938462332404,24.70989640931565,5,107496,2687400
288,288,687382830,,1202134.616663998,77815.0738394778,reservoir,Ahmedabad University,71.93916183206443,22.626925394792043,5,46576,1164400
289,289,711951076,Subbareddy Sagar,976961.1712875096,55363.40080957148,reservoir,Adikavi Nannaya University,82.20432741253585,17.338647078384405,5,38763,969075
290,290,736675076,,816739.4614615669,81216.24843681966,pond,Acharya Nagarjuna University,80.87419364695525,17.120075280060128,5,32666,816650
291,291,753178285,,1144403.0970775555,58302.02077240285,reservoir,Ajeenkya D Y Patil University,74.61151304947884,18.33817304432852,5,45960,1149000
292,292,758417491,,1179031.8116074167,76408.26684444185,reservoir,Alagappa University,78.1371757704399,9.870812553045548,5,47356,1183900
293,293,758417504,,1183439.6921284308,75406.03673961408,reservoir,Alagappa University,78.16925062328393,9.810399132158803,5,47929,1198225
294,294,796758541,,828401.0815367998,89084.46433635923,lake,Amrita Vishwa Vidyapeetham,76.24526465875562,10.37821810131718,5,33080,827000
295,295,799069624,,820459.6238564156,94916.91224769536,reservoir,Acharya Ng Ranga Agricultural University,79.08673999528152,17.876748568064592,5,32750,818750
296,296,801963405,Konda Pochamma Sagar Reservoir,15433010.362938875,55051.21644196368,reservoir,Acharya Ng Ranga Agricultural University,78.68648260687196,17.745519836404124,5,616857,15421425
297,297,803431303,Ponneri Lake,1951695.649725725,42816.35959700583,lake,Annamalai University,79.41910833376961,11.207147380865685,5,79013,1975325
298,298,816313846,,4933251.206308657,98507.74203611328,reservoir,Ayush And Health Science University,81.02087442009201,21.82705507298556,5,197173,4929325
299,299,817845484,,1182321.2036943128,17982.020914403467,reservoir,Amity University,81.78492891905836,21.464660271258225,5,47465,1186625
300,300,830928059,,1062273.0915830445,35050.74360432818,reservoir,Anna University,79.94028998133805,13.138396026839088,5,42408,1060200
301,301,831047456,,3273890.9484374416,32284.532199198333,reservoir,Anna University,79.9489836929613,12.934765972705703,5,131542,3288550
302,302,831047472,,11178748.529277898,43683.9863439301,reservoir,Academy Of Maritime Education And Training,79.84600076612793,12.873408678570604,5,448546,11213650
303,303,836921563,Sendh Lake,1319442.5451868002,19385.298295348766,lake,Ayush And Health Science University,81.81253337437018,21.203988180398973,5,52802,1320050
304,304,854951467,Gundolav Pond,898074.2889640807,76677.0652534004,pond,Amity University,74.87355396768388,26.574885903098213,5,35877,896925
305,305,860065468,,7598469.580248056,60666.732746818016,reservoir,Amrita Vishwa Vidyapeetham,77.25637369449016,10.402568470555106,5,302951,7573775
306,306,878392562,Nevta Lake,1361109.2236285526,8986.751710106664,lake,Amity University,75.68844889033818,26.80348426747032,5,54614,1365350
307,307,887835211,,1465588.0059716182,50910.18001575816,pond,Annamalai University,79.31135714108305,11.559839419437088,5,58383,1459575
308,308,888263917,,1151836.78914012,41075.79008778906,pond,Annamalai University,79.37698436717912,11.43182321164924,5,46320,1158000
309,309,908108474,,2298000.6165380706,41626.846617061965,reservoir,Assam University,92.35981782799912,25.030127974371265,5,91623,2290575
310,310,938141453,,975243.7712481197,94491.7578370767,reservoir,Awadesh Pratap Singh University,82.04598730939064,25.127219840163484,5,39374,984350
311,311,958389094,,1131436.665945613,56702.229161797055,reservoir,Amrita Vishwa Vidyapeetham,76.89962919141558,10.322793914756192,5,45190,1129750
312,312,989004111,Thittewadi Bhandara,1254949.2305894606,24666.128023365847,reservoir,Ajeenkya D Y Patil University,74.0390641899328,18.81406100616464,5,49992,1249800
313,313,995251562,,885330.5561392197,20543.42686452076,reservoir,Alagappa University,78.62739175590904,10.009168392405792,5,35628,890700
314,314,999679411,,968025.7845700548,65895.15550743532,basin,Alagappa University,78.58443124607554,9.52092259295974,5,38683,967075
315,315,1000877890,,1233456.585727032,61739.27481975832,reservoir,Annamalai University,79.31326646885931,11.059466085739754,5,49790,1244750
316,316,1000877892,,2502578.409114375,61286.45600257177,reservoir,Annamalai University,79.30563317897057,11.07570457952068,5,99988,2499700
317,317,1001772927,,989164.2768342118,77388.77782947707,basin,Anna University,79.99895266826971,13.670979550248443,5,39418,985450
318,318,1002016842,,967537.012633794,78750.45761775368,basin,Anna University,79.96774056590931,13.672671243279227,5,38772,969300
319,319,1016927646,,901664.5650616792,22880.095134283933,reservoir,Alagappa University,78.59448039759698,10.095499182622188,5,36342,908550
320,320,1017103917,,1284551.226205429,87158.11419650966,lake,Alliance University,78.14173418415854,12.179565691152948,5,51545,1288625
321,321,1031392197,,1161044.384862868,99539.8566173662,reservoir,Atal Bihari Vajpai Hindi Vishwavidyalaya,76.69602973878382,23.80377404723412,5,46970,1174250
322,322,1033940839,,1204491.4922273697,14158.486933499038,reservoir,Alagappa University,78.75552344626138,9.956593064571369,5,48121,1203025
323,323,1038193507,Konal Ar Lake,991535.5390378818,88836.77417151525,reservoir,Amrita Vishwa Vidyapeetham,77.36785653499105,10.168435533522478,5,39302,982550
324,324,1046773084,,1622983.797667015,65283.41830137408,pond,Andhra University,83.4856659372434,18.2872758184254,5,65141,1628525
325,325,1047090959,,851563.7685228229,13070.799760513592,reservoir,Alagappa University,78.71336273525485,9.997145424225067,5,34150,853750
326,326,1047151667,,1463552.1172377344,13474.3041660994,reservoir,Alagappa University,78.69304591319442,10.019986922978504,5,57315,1432875
327,327,1073092381,Vandiyur Lake,2268604.195700205,72417.50019216734,reservoir,Alagappa University,78.15768450141887,9.93431337144848,5,90249,2256225
328,328,1092686472,Budigere Lake,1442322.3704413536,33923.24683879754,pond,Azim Premji University,77.74532378429863,13.146120202296066,5,57932,1448300
329,329,1096342570,Kopra Dam,1585245.108272681,75648.40216316261,reservoir,Amity University,82.05108305144991,22.06585511168055,5,63386,1584650
330,330,1125649701,,968200.4580719264,50861.049979989046,reservoir,Azim Premji University,77.50856257472417,13.283837340933108,5,38492,962300
331,331,1145168710,,1278570.52273419,39267.92778354215,lake,Anand Agricultural University,73.36011638450174,22.472372376102825,5,51206,1280150
332,332,1163338210,Aachan kulam,948080.1899470662,15522.922421832784,lake,Avinashilingam Institute For Home Science & Higher Education For Women,77.09491772309934,11.044498982456318,5,37683,942075
333,333,1177288809,,913932.7780545716,85607.21863110935,lake,Azim Premji University,78.24686667112907,13.370993140889126,5,36932,923300
334,334,1177403330,,1191508.7071861604,44110.88031636516,pond,Azim Premji University,78.00264333824055,13.070063827616751,5,47548,1188700
335,335,1205917796,,1999631.600481308,35151.65155143489,reservoir,AKS University,80.94176699875987,24.14751138127269,5,79922,1998050
336,336,1214067085,,7475073.013460569,98443.65212958794,reservoir,Adikavi Nannaya University,82.45403706374394,17.648126804472916,5,297778,7444450
337,337,1226794641,,1114722.731996145,45748.19856836136,lake,Anna University,79.81964953956576,13.07595651465292,5,44449,1111225
338,338,1240265324,,1683983.896218212,26600.56592447549,lake,Amity University,75.87857519776101,26.696595177822005,5,67436,1685900
339,339,1243378568,,888642.8103857398,26726.15133307536,pond,Andhra University,83.33277453372352,17.959977807825418,5,35956,898900
340,340,1245490955,,1006718.32690833,20547.893112090074,lake,Acharya Nagarjuna University,80.49471700934649,16.635923727492358,5,40348,1008700
341,341,1253868344,,1172098.8489943014,76093.20850746396,pond,Anna University,80.05667325976542,13.676134045979222,5,46870,1171750
342,342,1257716716,Araniar Reservoir,11807313.907414952,71306.49915362766,reservoir,Anna University,79.72428300937362,13.415949638435803,5,472430,11810750
343,343,1259051386,,1324946.915757905,70866.96660630032,pond,Anna University,79.69792656582416,13.37466445475367,5,53198,1329950
344,344,1271042227,,1778922.340566347,73825.05688575364,pond,Acharya Nagarjuna University,79.94361058357809,16.13157786948112,5,71014,1775350
345,345,1271092037,,1288963.8471580844,74730.61653514355,pond,Acharya Nagarjuna University,80.01925928285573,16.0137053231015,5,51380,1284500
346,346,1273092884,,1076162.6785395965,14120.632506670683,pond,Acharya Nagarjuna University,80.56993870520999,16.582779839478878,5,43061,1076525
347,347,1284620931,,1098475.1020086012,47644.58754347648,pond,Acharya Nagarjuna University,80.19417701200113,16.721407568874252,5,43796,1094900
348,348,1286534028,,5022915.462955237,37783.04946042943,lake,Amity University,73.42846004382503,18.77848284309099,5,200991,5024775
349,349,1288299018,,1123595.8627134634,49607.18303961232,lake,Adamas University,88.39107670944493,23.18820633334406,5,44969,1124225
350,350,1305543054,,1036690.5638048054,17787.735627455935,pond,Adikavi Nannaya University,81.93682145572352,17.114065283988964,5,41408,1035200
351,351,1306977512,,845630.5067352412,20605.772132711703,pond,Adikavi Nannaya University,81.80598707314788,17.172767353779278,5,33645,841125
352,352,1312671210,,805171.5101674206,22667.72644208262,pond,Acharya Nagarjuna University,80.62641628365316,16.647077495403853,5,32164,804100
353,353,11325236-2,,1515301.0007872975,51642.41409207421,,Adikavi Nannaya University,81.75796092617216,17.44951306816215,5,61162,1529050
354,354,11913421-0,,862749.2812258643,95540.20998377843,,Amity University,82.66992287675967,20.866141268656254,5,35040,876000
355,355,11913421-1,,1561140.4557253565,96662.9260459219,,Amity University,82.67342378933772,20.853836808212648,5,62580,1564500
356,356,13346368-1,,5019919.727187712,73761.54351456862,,Awadesh Pratap Singh University,81.1471618425296,25.210484599986728,5,201261,5031525
357,357,1868190-0,,3262786.562882651,3920.423949122335,,Atal Bihari Vajpai Hindi Vishwavidyalaya,77.392836466525,23.19823254627052,5,133148,3328700
358,358,7538927-0,,1949978.404129107,87846.22677148106,,Azim Premji University,77.06544883783441,13.385130055837008,5,77992,1949800
359,359,8066764-1,,17312954.91726805,62145.8723994125,,Atal Bihari Vajpai Hindi Vishwavidyalaya,77.4842886694696,23.769655072617827,5,683689,17092225
